"YYYYMMDD","Pday_mm","TmeanDay_C","TminDay_C","TmaxDay_C","Date","Year","Month","Month_Y"
19760221,0,9.8,3.5,16,1976-02-21,1976,"Feb","1976-Feb"
19760222,0,10,3,17,1976-02-22,1976,"Feb","1976-Feb"
19760223,0,11,4,18,1976-02-23,1976,"Feb","1976-Feb"
19760224,0,8.8,0.5,17,1976-02-24,1976,"Feb","1976-Feb"
19760225,0,11,6,16,1976-02-25,1976,"Feb","1976-Feb"
19760226,0,10.2,3.5,17,1976-02-26,1976,"Feb","1976-Feb"
19760227,0,7.2,-0.5,15,1976-02-27,1976,"Feb","1976-Feb"
19760228,0,8.8,1.5,16,1976-02-28,1976,"Feb","1976-Feb"
19760229,0,10.2,2,18.5,1976-02-29,1976,"Feb","1976-Feb"
19760301,0,7.5,-2,17,1976-03-01,1976,"Mar","1976-Mar"
19760302,0,8.8,0,17.5,1976-03-02,1976,"Mar","1976-Mar"
19760303,0,9,1,17,1976-03-03,1976,"Mar","1976-Mar"
19760304,0,8.2,-1,17.5,1976-03-04,1976,"Mar","1976-Mar"
19760305,0,8.5,1,16,1976-03-05,1976,"Mar","1976-Mar"
19760306,0,7,-3,17,1976-03-06,1976,"Mar","1976-Mar"
19760307,9.8,11.5,5,18,1976-03-07,1976,"Mar","1976-Mar"
19760308,9,9.8,7,12.5,1976-03-08,1976,"Mar","1976-Mar"
19760309,0,4.2,-1.5,10,1976-03-09,1976,"Mar","1976-Mar"
19760310,0,3.8,-6.5,14,1976-03-10,1976,"Mar","1976-Mar"
19760311,0,6.2,-4.5,17,1976-03-11,1976,"Mar","1976-Mar"
19760312,29,9.2,3,15.5,1976-03-12,1976,"Mar","1976-Mar"
19760313,32,6.5,1,12,1976-03-13,1976,"Mar","1976-Mar"
19760314,0,7.8,2,13.5,1976-03-14,1976,"Mar","1976-Mar"
19760315,6.2,7.2,3,11.5,1976-03-15,1976,"Mar","1976-Mar"
19760316,4.3,8,3,13,1976-03-16,1976,"Mar","1976-Mar"
19760317,0,10,4,16,1976-03-17,1976,"Mar","1976-Mar"
19760318,0,12,3,21,1976-03-18,1976,"Mar","1976-Mar"
19760319,0,12,5,19,1976-03-19,1976,"Mar","1976-Mar"
19760320,0,11.5,3,20,1976-03-20,1976,"Mar","1976-Mar"
19760321,3.2,12.2,4.5,20,1976-03-21,1976,"Mar","1976-Mar"
19760322,2.9,9.5,3,16,1976-03-22,1976,"Mar","1976-Mar"
19760323,5.7,7.2,2.5,12,1976-03-23,1976,"Mar","1976-Mar"
19760324,0,7.2,3,11.5,1976-03-24,1976,"Mar","1976-Mar"
19760325,0,8.5,2,15,1976-03-25,1976,"Mar","1976-Mar"
19760326,0,7.5,-2,17,1976-03-26,1976,"Mar","1976-Mar"
19760327,0,9.8,1.5,18,1976-03-27,1976,"Mar","1976-Mar"
19760328,0,10.2,1,19.5,1976-03-28,1976,"Mar","1976-Mar"
19760329,0,10.8,-0.5,22,1976-03-29,1976,"Mar","1976-Mar"
19760330,0,8,0.5,15.5,1976-03-30,1976,"Mar","1976-Mar"
19760331,0,12.8,5.5,20,1976-03-31,1976,"Mar","1976-Mar"
19760401,0,12.5,1,24,1976-04-01,1976,"Apr","1976-Apr"
19760402,8,11.8,7.5,16,1976-04-02,1976,"Apr","1976-Apr"
19760403,11.3,10.8,6.5,15,1976-04-03,1976,"Apr","1976-Apr"
19760404,10.5,10.2,7.5,13,1976-04-04,1976,"Apr","1976-Apr"
19760405,8.6,8.8,5,12.5,1976-04-05,1976,"Apr","1976-Apr"
19760406,13.8,8.5,4,13,1976-04-06,1976,"Apr","1976-Apr"
19760407,0,9.2,4.5,14,1976-04-07,1976,"Apr","1976-Apr"
19760408,0,9.8,6.5,13,1976-04-08,1976,"Apr","1976-Apr"
19760409,0,5.8,-1,12.5,1976-04-09,1976,"Apr","1976-Apr"
19760410,0,6.2,-1.5,14,1976-04-10,1976,"Apr","1976-Apr"
19760411,0,6,-4,16,1976-04-11,1976,"Apr","1976-Apr"
19760412,0,7.5,0,15,1976-04-12,1976,"Apr","1976-Apr"
19760413,0,7.2,-1,15.5,1976-04-13,1976,"Apr","1976-Apr"
19760414,14.4,10,4,16,1976-04-14,1976,"Apr","1976-Apr"
19760415,36.8,8,2,14,1976-04-15,1976,"Apr","1976-Apr"
19760416,7,8.8,2.5,15,1976-04-16,1976,"Apr","1976-Apr"
19760417,3,9,3.5,14.5,1976-04-17,1976,"Apr","1976-Apr"
19760418,0,14,8,20,1976-04-18,1976,"Apr","1976-Apr"
19760419,6.8,15,7,23,1976-04-19,1976,"Apr","1976-Apr"
19760420,0,12.2,3.5,21,1976-04-20,1976,"Apr","1976-Apr"
19760421,0,9.5,4,15,1976-04-21,1976,"Apr","1976-Apr"
19760422,34.5,8.5,5,12,1976-04-22,1976,"Apr","1976-Apr"
19760423,3.6,9.8,6.5,13,1976-04-23,1976,"Apr","1976-Apr"
19760424,0,7.5,2.5,12.5,1976-04-24,1976,"Apr","1976-Apr"
19760425,2.4,7.2,3,11.5,1976-04-25,1976,"Apr","1976-Apr"
19760426,0,7,-2,16,1976-04-26,1976,"Apr","1976-Apr"
19760427,6,7.5,3.5,11.5,1976-04-27,1976,"Apr","1976-Apr"
19760428,0,7.5,3,12,1976-04-28,1976,"Apr","1976-Apr"
19760429,0,10.2,4.5,16,1976-04-29,1976,"Apr","1976-Apr"
19760430,0,6.5,-2,15,1976-04-30,1976,"Apr","1976-Apr"
19760501,0,8,-1,17,1976-05-01,1976,"May","1976-May"
19760502,0,9,-2,20,1976-05-02,1976,"May","1976-May"
19760503,0,12.2,3,21.5,1976-05-03,1976,"May","1976-May"
19760504,0,16.2,6,26.5,1976-05-04,1976,"May","1976-May"
19760505,3.6,19,10,28,1976-05-05,1976,"May","1976-May"
19760506,0,17.2,7,27.5,1976-05-06,1976,"May","1976-May"
19760507,4,17.2,11.5,23,1976-05-07,1976,"May","1976-May"
19760508,0,16,11,21,1976-05-08,1976,"May","1976-May"
19760509,2.4,14.5,10,19,1976-05-09,1976,"May","1976-May"
19760510,1.8,13.2,11.5,15,1976-05-10,1976,"May","1976-May"
19760511,0,13,8,18,1976-05-11,1976,"May","1976-May"
19760512,0,10.8,1.5,20,1976-05-12,1976,"May","1976-May"
19760513,0,12.8,9.5,16,1976-05-13,1976,"May","1976-May"
19760514,0,10.5,5,16,1976-05-14,1976,"May","1976-May"
19760515,0,14.8,8.5,21,1976-05-15,1976,"May","1976-May"
19760516,0,16.2,6.5,26,1976-05-16,1976,"May","1976-May"
19760517,0,15.8,7.5,24,1976-05-17,1976,"May","1976-May"
19760518,0,15.2,8,22.5,1976-05-18,1976,"May","1976-May"
19760519,0,12.2,8.5,16,1976-05-19,1976,"May","1976-May"
19760520,0,11.5,2.5,20.5,1976-05-20,1976,"May","1976-May"
19760521,0,14.5,8,21,1976-05-21,1976,"May","1976-May"
19760522,0,16,3,29,1976-05-22,1976,"May","1976-May"
19760523,0,18.5,7.5,29.5,1976-05-23,1976,"May","1976-May"
19760524,0,17,13,21,1976-05-24,1976,"May","1976-May"
19760525,0,13.5,11,16,1976-05-25,1976,"May","1976-May"
19760526,0,15.2,9.5,21,1976-05-26,1976,"May","1976-May"
19760527,0,15.8,5,26.5,1976-05-27,1976,"May","1976-May"
19760528,0,14.8,6.5,23,1976-05-28,1976,"May","1976-May"
19760529,8.3,15.2,9,21.5,1976-05-29,1976,"May","1976-May"
19760530,0,17.8,9.5,26,1976-05-30,1976,"May","1976-May"
19760531,0,19.5,7.5,31.5,1976-05-31,1976,"May","1976-May"
19760601,0,16.8,8.5,25,1976-06-01,1976,"Jun","1976-Jun"
19760602,0,14.5,8,21,1976-06-02,1976,"Jun","1976-Jun"
19760603,0,12.8,5.5,20,1976-06-03,1976,"Jun","1976-Jun"
19760604,0,12.8,6.5,19,1976-06-04,1976,"Jun","1976-Jun"
19760605,0,13.2,5,21.5,1976-06-05,1976,"Jun","1976-Jun"
19760606,0,14,4,24,1976-06-06,1976,"Jun","1976-Jun"
19760607,0,19.5,5,34,1976-06-07,1976,"Jun","1976-Jun"
19760608,12.5,19.2,8.5,30,1976-06-08,1976,"Jun","1976-Jun"
19760609,0,18.5,12.5,24.5,1976-06-09,1976,"Jun","1976-Jun"
19760610,0,17.2,7,27.5,1976-06-10,1976,"Jun","1976-Jun"
19760611,0,19.2,7.5,31,1976-06-11,1976,"Jun","1976-Jun"
19760612,0,20.8,9.5,32,1976-06-12,1976,"Jun","1976-Jun"
19760613,0,21.8,12.5,31,1976-06-13,1976,"Jun","1976-Jun"
19760614,0,20.5,15,26,1976-06-14,1976,"Jun","1976-Jun"
19760615,3.6,22,14,30,1976-06-15,1976,"Jun","1976-Jun"
19760616,0,20.5,12,29,1976-06-16,1976,"Jun","1976-Jun"
19760617,0,20.8,14.5,27,1976-06-17,1976,"Jun","1976-Jun"
19760618,0,21,14,28,1976-06-18,1976,"Jun","1976-Jun"
19760619,0,19.8,12.5,27,1976-06-19,1976,"Jun","1976-Jun"
19760620,0,21,13,29,1976-06-20,1976,"Jun","1976-Jun"
19760621,0,22,15,29,1976-06-21,1976,"Jun","1976-Jun"
19760622,0,24.8,15.5,34,1976-06-22,1976,"Jun","1976-Jun"
19760623,0,25,16.5,33.5,1976-06-23,1976,"Jun","1976-Jun"
19760624,0,23.5,14.5,32.5,1976-06-24,1976,"Jun","1976-Jun"
19760625,0,23.8,16,31.5,1976-06-25,1976,"Jun","1976-Jun"
19760626,0,23.5,17,30,1976-06-26,1976,"Jun","1976-Jun"
19760627,0,23,14,32,1976-06-27,1976,"Jun","1976-Jun"
19760628,0,23.8,13.5,34,1976-06-28,1976,"Jun","1976-Jun"
19760629,0,23.5,15,32,1976-06-29,1976,"Jun","1976-Jun"
19760630,0,24.5,14,35,1976-06-30,1976,"Jun","1976-Jun"
19760701,14.6,22.8,12,33.5,1976-07-01,1976,"Jul","1976-Jul"
19760702,16.3,24,16.5,31.5,1976-07-02,1976,"Jul","1976-Jul"
19760703,0,22,13,31,1976-07-03,1976,"Jul","1976-Jul"
19760704,9.3,21.8,13.5,30,1976-07-04,1976,"Jul","1976-Jul"
19760705,30.4,22.5,14,31,1976-07-05,1976,"Jul","1976-Jul"
19760706,0,18,12,24,1976-07-06,1976,"Jul","1976-Jul"
19760707,0,18.5,10,27,1976-07-07,1976,"Jul","1976-Jul"
19760708,0,18.5,11,26,1976-07-08,1976,"Jul","1976-Jul"
19760709,0,18,13,23,1976-07-09,1976,"Jul","1976-Jul"
19760710,0,24,15,33,1976-07-10,1976,"Jul","1976-Jul"
19760711,0,23,16,30,1976-07-11,1976,"Jul","1976-Jul"
19760712,10.2,23.5,15,32,1976-07-12,1976,"Jul","1976-Jul"
19760713,0,20.8,13.5,28,1976-07-13,1976,"Jul","1976-Jul"
19760714,0,22.2,13,31.5,1976-07-14,1976,"Jul","1976-Jul"
19760715,2,25.5,15,36,1976-07-15,1976,"Jul","1976-Jul"
19760716,3.6,23.2,18,28.5,1976-07-16,1976,"Jul","1976-Jul"
19760717,0,19.2,15.5,23,1976-07-17,1976,"Jul","1976-Jul"
19760718,0,18.5,12,25,1976-07-18,1976,"Jul","1976-Jul"
19760719,0,19,11,27,1976-07-19,1976,"Jul","1976-Jul"
19760720,0,19,10,28,1976-07-20,1976,"Jul","1976-Jul"
19760721,0.5,17.5,14,21,1976-07-21,1976,"Jul","1976-Jul"
19760722,0,16.2,9,23.5,1976-07-22,1976,"Jul","1976-Jul"
19760723,0,17.5,7.5,27.5,1976-07-23,1976,"Jul","1976-Jul"
19760724,0,18.2,8.5,28,1976-07-24,1976,"Jul","1976-Jul"
19760725,0,18.8,10,27.5,1976-07-25,1976,"Jul","1976-Jul"
19760726,0,18.2,11.5,25,1976-07-26,1976,"Jul","1976-Jul"
19760727,0,18.2,10,26.5,1976-07-27,1976,"Jul","1976-Jul"
19760728,0,19,9,29,1976-07-28,1976,"Jul","1976-Jul"
19760729,0,20.5,10,31,1976-07-29,1976,"Jul","1976-Jul"
19760730,0,20.2,11,29.5,1976-07-30,1976,"Jul","1976-Jul"
19760731,0,21.2,16,26.5,1976-07-31,1976,"Jul","1976-Jul"
19760801,0,19,14,24,1976-08-01,1976,"Aug","1976-Aug"
19760802,0,17.5,8,27,1976-08-02,1976,"Aug","1976-Aug"
19760803,0,21.2,8.5,34,1976-08-03,1976,"Aug","1976-Aug"
19760804,0,20.5,9,32,1976-08-04,1976,"Aug","1976-Aug"
19760805,0,22.5,11,34,1976-08-05,1976,"Aug","1976-Aug"
19760806,0,22,13,31,1976-08-06,1976,"Aug","1976-Aug"
19760807,0,20.8,13.5,28,1976-08-07,1976,"Aug","1976-Aug"
19760808,0,19.8,12,27.5,1976-08-08,1976,"Aug","1976-Aug"
19760809,0,18.8,11.5,26,1976-08-09,1976,"Aug","1976-Aug"
19760810,0,18.5,10,27,1976-08-10,1976,"Aug","1976-Aug"
19760811,0,19,10.5,27.5,1976-08-11,1976,"Aug","1976-Aug"
19760812,0,18.5,11.5,25.5,1976-08-12,1976,"Aug","1976-Aug"
19760813,0,22.5,17,28,1976-08-13,1976,"Aug","1976-Aug"
19760814,41.5,19.2,12.5,26,1976-08-14,1976,"Aug","1976-Aug"
19760815,0,20,13,27,1976-08-15,1976,"Aug","1976-Aug"
19760816,0,19.2,12.5,26,1976-08-16,1976,"Aug","1976-Aug"
19760817,0,19.5,11.5,27.5,1976-08-17,1976,"Aug","1976-Aug"
19760818,0,18.8,9,28.5,1976-08-18,1976,"Aug","1976-Aug"
19760819,0,18.5,8,29,1976-08-19,1976,"Aug","1976-Aug"
19760820,0,20.5,11,30,1976-08-20,1976,"Aug","1976-Aug"
19760821,0,23,14,32,1976-08-21,1976,"Aug","1976-Aug"
19760822,0,21.8,15,28.5,1976-08-22,1976,"Aug","1976-Aug"
19760823,6.3,21,14,28,1976-08-23,1976,"Aug","1976-Aug"
19760824,11.6,20,13.5,26.5,1976-08-24,1976,"Aug","1976-Aug"
19760825,15.7,19,15.5,22.5,1976-08-25,1976,"Aug","1976-Aug"
19760826,2.7,20,14.5,25.5,1976-08-26,1976,"Aug","1976-Aug"
19760827,0,20.5,14,27,1976-08-27,1976,"Aug","1976-Aug"
19760828,0,21.8,14.5,29,1976-08-28,1976,"Aug","1976-Aug"
19760829,5.9,19,12,26,1976-08-29,1976,"Aug","1976-Aug"
19760830,4.2,17.8,13.5,22,1976-08-30,1976,"Aug","1976-Aug"
19760831,0,15.2,9.5,21,1976-08-31,1976,"Aug","1976-Aug"
19760901,0,16.2,8.5,24,1976-09-01,1976,"Sep","1976-Sep"
19760902,3,18,9.5,26.5,1976-09-02,1976,"Sep","1976-Sep"
19760903,0,19,12,26,1976-09-03,1976,"Sep","1976-Sep"
19760904,0,13.5,6,21,1976-09-04,1976,"Sep","1976-Sep"
19760905,0,15,8,22,1976-09-05,1976,"Sep","1976-Sep"
19760906,0,14.2,4,24.5,1976-09-06,1976,"Sep","1976-Sep"
19760907,0,18,7,29,1976-09-07,1976,"Sep","1976-Sep"
19760908,15.8,21.8,15,28.5,1976-09-08,1976,"Sep","1976-Sep"
19760909,17.7,19,13,25,1976-09-09,1976,"Sep","1976-Sep"
19760910,0,15,10,20,1976-09-10,1976,"Sep","1976-Sep"
19760911,3.4,14.8,6.5,23,1976-09-11,1976,"Sep","1976-Sep"
19760912,3,17,10.5,23.5,1976-09-12,1976,"Sep","1976-Sep"
19760913,0,13.8,6.5,21,1976-09-13,1976,"Sep","1976-Sep"
19760914,7.2,12.5,5,20,1976-09-14,1976,"Sep","1976-Sep"
19760915,5.3,13,7,19,1976-09-15,1976,"Sep","1976-Sep"
19760916,0,14.5,9.5,19.5,1976-09-16,1976,"Sep","1976-Sep"
19760917,0,13.2,4.5,22,1976-09-17,1976,"Sep","1976-Sep"
19760918,0,14.5,4,25,1976-09-18,1976,"Sep","1976-Sep"
19760919,0,16,6,26,1976-09-19,1976,"Sep","1976-Sep"
19760920,0,19.2,10.5,28,1976-09-20,1976,"Sep","1976-Sep"
19760921,0,16.5,9,24,1976-09-21,1976,"Sep","1976-Sep"
19760922,0,15.5,10,21,1976-09-22,1976,"Sep","1976-Sep"
19760923,1.6,20.5,12,29,1976-09-23,1976,"Sep","1976-Sep"
19760924,0,19.5,13,26,1976-09-24,1976,"Sep","1976-Sep"
19760925,0,20,16,24,1976-09-25,1976,"Sep","1976-Sep"
19760926,7.4,20,14,26,1976-09-26,1976,"Sep","1976-Sep"
19760927,0,20,15,25,1976-09-27,1976,"Sep","1976-Sep"
19760928,0,16.8,10,23.5,1976-09-28,1976,"Sep","1976-Sep"
19760929,0,14.2,7,21.5,1976-09-29,1976,"Sep","1976-Sep"
19760930,10.2,14.8,9.5,20,1976-09-30,1976,"Sep","1976-Sep"
19761001,3.4,14,8.5,19.5,1976-10-01,1976,"Oct","1976-Oct"
19761002,0,13.5,7,20,1976-10-02,1976,"Oct","1976-Oct"
19761003,0,13,5,21,1976-10-03,1976,"Oct","1976-Oct"
19761004,1.5,13.2,8.5,18,1976-10-04,1976,"Oct","1976-Oct"
19761005,0,13.5,6,21,1976-10-05,1976,"Oct","1976-Oct"
19761006,0,18.5,13,24,1976-10-06,1976,"Oct","1976-Oct"
19761007,0,17.5,10,25,1976-10-07,1976,"Oct","1976-Oct"
19761008,0,18.5,13,24,1976-10-08,1976,"Oct","1976-Oct"
19761009,0,20,14,26,1976-10-09,1976,"Oct","1976-Oct"
19761010,0,17.8,12.5,23,1976-10-10,1976,"Oct","1976-Oct"
19761011,3.8,17.5,15,20,1976-10-11,1976,"Oct","1976-Oct"
19761012,6.7,11.5,2,21,1976-10-12,1976,"Oct","1976-Oct"
19761013,3.4,12,7,17,1976-10-13,1976,"Oct","1976-Oct"
19761014,7.5,12,8,16,1976-10-14,1976,"Oct","1976-Oct"
19761015,9.9,10.2,7,13.5,1976-10-15,1976,"Oct","1976-Oct"
19761016,11.9,11.2,7.5,15,1976-10-16,1976,"Oct","1976-Oct"
19761017,0,14.5,9,20,1976-10-17,1976,"Oct","1976-Oct"
19761018,0,13.2,8.5,18,1976-10-18,1976,"Oct","1976-Oct"
19761019,5.4,11.2,5.5,17,1976-10-19,1976,"Oct","1976-Oct"
19761020,8.6,10.2,6.5,14,1976-10-20,1976,"Oct","1976-Oct"
19761021,0,12.5,7,18,1976-10-21,1976,"Oct","1976-Oct"
19761022,0,12.8,6.5,19,1976-10-22,1976,"Oct","1976-Oct"
19761023,0,13.8,10.5,17,1976-10-23,1976,"Oct","1976-Oct"
19761024,11.4,11.8,8.5,15,1976-10-24,1976,"Oct","1976-Oct"
19761025,7,11,7,15,1976-10-25,1976,"Oct","1976-Oct"
19761026,0,8.8,1.5,16,1976-10-26,1976,"Oct","1976-Oct"
19761027,0,10.2,4,16.5,1976-10-27,1976,"Oct","1976-Oct"
19761028,0,10.5,6,15,1976-10-28,1976,"Oct","1976-Oct"
19761029,4.9,9.8,5.5,14,1976-10-29,1976,"Oct","1976-Oct"
19761030,2.4,10,6.5,13.5,1976-10-30,1976,"Oct","1976-Oct"
19761031,0.8,12.2,8.5,16,1976-10-31,1976,"Oct","1976-Oct"
19761101,2.6,10.2,6.5,14,1976-11-01,1976,"Nov","1976-Nov"
19761102,3.5,13.5,10.5,16.5,1976-11-02,1976,"Nov","1976-Nov"
19761103,13.4,12.5,9.5,15.5,1976-11-03,1976,"Nov","1976-Nov"
19761104,14.6,12.5,9,16,1976-11-04,1976,"Nov","1976-Nov"
19761105,0,13.2,8.5,18,1976-11-05,1976,"Nov","1976-Nov"
19761106,0,13.5,12,15,1976-11-06,1976,"Nov","1976-Nov"
19761107,0,10,4,16,1976-11-07,1976,"Nov","1976-Nov"
19761108,0,12.2,8,16.5,1976-11-08,1976,"Nov","1976-Nov"
19761109,13.7,11.5,5,18,1976-11-09,1976,"Nov","1976-Nov"
19761110,0,11.8,10,13.5,1976-11-10,1976,"Nov","1976-Nov"
19761111,5.8,7,1,13,1976-11-11,1976,"Nov","1976-Nov"
19761112,19.3,10.2,6,14.5,1976-11-12,1976,"Nov","1976-Nov"
19761113,0,11,7,15,1976-11-13,1976,"Nov","1976-Nov"
19761114,0,11.2,6.5,16,1976-11-14,1976,"Nov","1976-Nov"
19761115,0,9.8,7,12.5,1976-11-15,1976,"Nov","1976-Nov"
19761116,0,7.5,2,13,1976-11-16,1976,"Nov","1976-Nov"
19761117,0,9.5,4,15,1976-11-17,1976,"Nov","1976-Nov"
19761118,4.4,7.5,2.5,12.5,1976-11-18,1976,"Nov","1976-Nov"
19761119,0,9.5,6,13,1976-11-19,1976,"Nov","1976-Nov"
19761120,0,9.5,7,12,1976-11-20,1976,"Nov","1976-Nov"
19761121,0,6.8,1,12.5,1976-11-21,1976,"Nov","1976-Nov"
19761122,0,6.5,3,10,1976-11-22,1976,"Nov","1976-Nov"
19761123,1.4,8.2,5,11.5,1976-11-23,1976,"Nov","1976-Nov"
19761124,0,6,3,9,1976-11-24,1976,"Nov","1976-Nov"
19761125,0,3.8,-3,10.5,1976-11-25,1976,"Nov","1976-Nov"
19761126,3.4,5,-3.5,13.5,1976-11-26,1976,"Nov","1976-Nov"
19761127,0,6.8,1,12.5,1976-11-27,1976,"Nov","1976-Nov"
19761128,0,7.8,0.5,15,1976-11-28,1976,"Nov","1976-Nov"
19761129,0,8.8,2,15.5,1976-11-29,1976,"Nov","1976-Nov"
19761130,0,11.5,7,16,1976-11-30,1976,"Nov","1976-Nov"
19761201,0,16,12,20,1976-12-01,1976,"Dec","1976-Dec"
19761202,16.8,12.8,11.5,14,1976-12-02,1976,"Dec","1976-Dec"
19761203,3,9.2,7,11.5,1976-12-03,1976,"Dec","1976-Dec"
19761204,15,7,4,10,1976-12-04,1976,"Dec","1976-Dec"
19761205,0,9.2,3,15.5,1976-12-05,1976,"Dec","1976-Dec"
19761206,0,11.8,7,16.5,1976-12-06,1976,"Dec","1976-Dec"
19761207,2.8,12.2,9.5,15,1976-12-07,1976,"Dec","1976-Dec"
19761208,0,12.5,9,16,1976-12-08,1976,"Dec","1976-Dec"
19761209,7.4,14,10,18,1976-12-09,1976,"Dec","1976-Dec"
19761210,0,13.5,9.5,17.5,1976-12-10,1976,"Dec","1976-Dec"
19761211,0,6.2,2.5,10,1976-12-11,1976,"Dec","1976-Dec"
19761212,0,4,-1,9,1976-12-12,1976,"Dec","1976-Dec"
19761213,0,4.2,-1.5,10,1976-12-13,1976,"Dec","1976-Dec"
19761214,0,8,3,13,1976-12-14,1976,"Dec","1976-Dec"
19761215,0,9,6,12,1976-12-15,1976,"Dec","1976-Dec"
19761216,0,9.5,6.5,12.5,1976-12-16,1976,"Dec","1976-Dec"
19761217,0,10,7,13,1976-12-17,1976,"Dec","1976-Dec"
19761218,0,10.2,8,12.5,1976-12-18,1976,"Dec","1976-Dec"
19761219,22,10,6.5,13.5,1976-12-19,1976,"Dec","1976-Dec"
19761220,9.3,8.5,5,12,1976-12-20,1976,"Dec","1976-Dec"
19761221,0,10.2,7,13.5,1976-12-21,1976,"Dec","1976-Dec"
19761222,0,6.2,1,11.5,1976-12-22,1976,"Dec","1976-Dec"
19761223,0,5.2,0,10.5,1976-12-23,1976,"Dec","1976-Dec"
19761224,0,8.5,4,13,1976-12-24,1976,"Dec","1976-Dec"
19761225,0,7.5,2.5,12.5,1976-12-25,1976,"Dec","1976-Dec"
19761226,0,7,3.5,10.5,1976-12-26,1976,"Dec","1976-Dec"
19761227,0,4.5,1,8,1976-12-27,1976,"Dec","1976-Dec"
19761228,10.2,3.8,-0.5,8,1976-12-28,1976,"Dec","1976-Dec"
19761229,0,2.2,-2.5,7,1976-12-29,1976,"Dec","1976-Dec"
19761230,0,5.8,-2,13.5,1976-12-30,1976,"Dec","1976-Dec"
19761231,1.6,11,5,17,1976-12-31,1976,"Dec","1976-Dec"
19770101,0,11.2,8,14.5,1977-01-01,1977,"Jan","1977-Jan"
19770102,7.4,5.8,0,11.5,1977-01-02,1977,"Jan","1977-Jan"
19770103,0,8.2,2.5,14,1977-01-03,1977,"Jan","1977-Jan"
19770104,0,3.5,-1,8,1977-01-04,1977,"Jan","1977-Jan"
19770105,0,4.5,0,9,1977-01-05,1977,"Jan","1977-Jan"
19770106,7.9,5.5,1,10,1977-01-06,1977,"Jan","1977-Jan"
19770107,0,7.2,3.5,11,1977-01-07,1977,"Jan","1977-Jan"
19770108,0,7.2,2.5,12,1977-01-08,1977,"Jan","1977-Jan"
19770109,0,6.2,3.5,9,1977-01-09,1977,"Jan","1977-Jan"
19770110,5.2,2.2,-3,7.5,1977-01-10,1977,"Jan","1977-Jan"
19770111,1.9,4.8,0,9.5,1977-01-11,1977,"Jan","1977-Jan"
19770112,7.9,5,1,9,1977-01-12,1977,"Jan","1977-Jan"
19770113,0,8.5,3,14,1977-01-13,1977,"Jan","1977-Jan"
19770114,4.1,8.8,6.5,11,1977-01-14,1977,"Jan","1977-Jan"
19770115,0,5.8,1.5,10,1977-01-15,1977,"Jan","1977-Jan"
19770116,0,4,-3,11,1977-01-16,1977,"Jan","1977-Jan"
19770117,0,5.8,-2,13.5,1977-01-17,1977,"Jan","1977-Jan"
19770118,2.6,8,4,12,1977-01-18,1977,"Jan","1977-Jan"
19770119,0,11.2,7,15.5,1977-01-19,1977,"Jan","1977-Jan"
19770120,1.3,10.2,6.5,14,1977-01-20,1977,"Jan","1977-Jan"
19770121,0,9.8,6,13.5,1977-01-21,1977,"Jan","1977-Jan"
19770122,0,7.5,3,12,1977-01-22,1977,"Jan","1977-Jan"
19770123,0,8.8,3.5,14,1977-01-23,1977,"Jan","1977-Jan"
19770124,0,10.2,5.5,15,1977-01-24,1977,"Jan","1977-Jan"
19770125,0,14.5,10,19,1977-01-25,1977,"Jan","1977-Jan"
19770126,0,16,14.5,17.5,1977-01-26,1977,"Jan","1977-Jan"
19770127,0,11.8,9,14.5,1977-01-27,1977,"Jan","1977-Jan"
19770128,5.2,11.8,8.5,15,1977-01-28,1977,"Jan","1977-Jan"
19770129,0,8.2,4,12.5,1977-01-29,1977,"Jan","1977-Jan"
19770130,3.8,7,2,12,1977-01-30,1977,"Jan","1977-Jan"
19770131,5.4,6.5,3,10,1977-01-31,1977,"Jan","1977-Jan"
19770201,2.5,9.8,4.5,15,1977-02-01,1977,"Feb","1977-Feb"
19770202,3.4,13.2,8,18.5,1977-02-02,1977,"Feb","1977-Feb"
19770203,0,14.5,10,19,1977-02-03,1977,"Feb","1977-Feb"
19770204,0,15.5,11,20,1977-02-04,1977,"Feb","1977-Feb"
19770205,0,14.5,10,19,1977-02-05,1977,"Feb","1977-Feb"
19770206,0,10.5,3,18,1977-02-06,1977,"Feb","1977-Feb"
19770207,0,9.2,1.5,17,1977-02-07,1977,"Feb","1977-Feb"
19770208,2.7,11.2,7,15.5,1977-02-08,1977,"Feb","1977-Feb"
19770209,0,14.5,11,18,1977-02-09,1977,"Feb","1977-Feb"
19770210,0,14.2,12,16.5,1977-02-10,1977,"Feb","1977-Feb"
19770211,3.5,12,10,14,1977-02-11,1977,"Feb","1977-Feb"
19770212,0,9.2,5,13.5,1977-02-12,1977,"Feb","1977-Feb"
19770213,0,6.8,0,13.5,1977-02-13,1977,"Feb","1977-Feb"
19770214,4,7.8,3,12.5,1977-02-14,1977,"Feb","1977-Feb"
19770215,10.2,8.2,3,13.5,1977-02-15,1977,"Feb","1977-Feb"
19770216,0,10.5,6,15,1977-02-16,1977,"Feb","1977-Feb"
19770217,0,12.5,9,16,1977-02-17,1977,"Feb","1977-Feb"
19770218,4.6,12.8,7.5,18,1977-02-18,1977,"Feb","1977-Feb"
19770219,0,15,11,19,1977-02-19,1977,"Feb","1977-Feb"
19770220,21.8,16.2,12,20.5,1977-02-20,1977,"Feb","1977-Feb"
